ID_Amostra,Tratamento,PT_g,NFC,MFC_g,NFD,MFD_g,MS_Raiz_gkg,MS_PA_gkg,N_gkg,P_gkg,K_gkg,Ca_gkg,Mg_gkg,S_gkg,pH,Acucar_Total_perc,Acidez_Tit_perc_ac_citrico,Textura_N,Pectina_Total_mg100g,Pectina_Soluvel_mg100g,Solubilidade_mg100g
141,T1_Trich_Ecofish,3059.81,12.81,2698.15,28.01,129.89,7.14,20.66,220.13,36.71,123.62,109.18,21.93,26.86,3.58,8.89,0.95,3.87,206.39,68.85,36.69
142,T1_Trich_Ecofish,3024.58,12.3,2716.54,28.39,127.51,6.59,21.39,221.47,38.04,121.89,110.58,22.05,26.65,3.57,8.95,1.0,3.98,202.0,68.4,39.76
143,T1_Trich_Ecofish,3228.51,13.06,2673.09,26.95,127.61,6.65,20.27,222.25,38.21,122.27,111.2,21.62,26.31,3.6,9.34,1.12,4.56,211.51,69.22,37.06
144,T1_Trich_Ecofish,3088.79,12.63,2700.91,29.32,127.74,6.58,20.57,220.58,38.34,123.74,109.91,23.12,28.62,3.42,8.6,1.13,4.76,202.16,69.46,36.71
145,T1_Trich_Ecofish,2584.35,13.68,2698.51,24.4,130.07,7.09,21.42,222.24,38.01,122.27,107.36,21.64,27.56,3.72,8.89,1.06,4.09,193.35,69.67,37.53
146,T1_Trich_Ecofish,2979.73,12.7,2717.43,25.98,130.59,7.05,21.41,220.92,38.19,123.97,115.74,22.41,28.38,3.61,8.53,1.07,4.06,193.37,71.14,37.91
147,T1_Trich_Ecofish,3143.53,12.94,2676.56,24.8,130.06,5.91,20.57,222.2,34.8,123.18,109.9,20.36,28.14,3.57,9.17,1.1,4.13,197.15,67.61,36.9
148,T1_Trich_Ecofish,3154.6,13.14,2686.39,22.77,129.84,6.57,20.65,221.1,40.89,123.99,113.9,21.51,27.9,3.61,8.52,1.02,3.79,200.66,71.64,36.35
149,T1_Trich_Ecofish,3144.89,12.02,2685.42,22.79,130.94,6.43,20.83,221.4,35.96,123.17,111.27,22.14,27.8,3.7,8.42,1.03,3.62,206.73,66.99,39.79
150,T1_Trich_Ecofish,2746.29,13.53,2726.58,25.54,128.09,6.68,21.35,222.87,36.08,124.05,109.24,22.08,26.37,3.61,9.73,1.09,4.18,189.59,69.49,36.45
151,T1_Trich_Ecofish,3031.33,12.76,2665.7,28.6,133.87,6.56,20.68,222.59,38.07,123.19,110.99,23.24,27.57,3.48,8.48,1.15,4.09,196.38,67.01,34.71
152,T1_Trich_Ecofish,3169.1,12.37,2703.63,25.8,130.01,6.73,21.48,221.45,36.35,123.67,110.87,22.18,26.9,3.42,7.55,0.98,4.35,201.09,69.81,38.81
153,T1_Trich_Ecofish,2970.28,13.03,2710.57,25.82,129.59,6.5,20.84,220.71,39.49,123.74,109.67,23.8,26.65,3.69,8.68,1.14,3.81,204.98,65.96,38.92
154,T1_Trich_Ecofish,3034.31,12.48,2679.63,25.98,130.0,6.21,20.9,221.72,36.8,123.71,110.04,22.59,27.11,3.59,8.71,1.12,3.68,194.43,69.13,38.39
155,T1_Trich_Ecofish,2962.86,13.17,2716.5,24.79,130.52,7.39,21.28,220.76,36.89,125.19,110.76,21.5,28.39,3.73,8.49,1.14,4.35,206.97,70.42,36.41
156,T1_Trich_Ecofish,3129.79,12.84,2698.86,27.15,129.93,6.35,20.95,222.28,37.92,124.67,110.16,22.97,27.12,3.55,7.46,1.1,3.93,201.37,69.16,37.1
157,T1_Trich_Ecofish,2813.15,12.84,2702.15,24.56,129.77,6.47,21.15,221.97,38.05,122.34,106.37,21.89,27.33,3.65,8.31,1.13,3.66,201.9,70.85,38.54
158,T1_Trich_Ecofish,2732.03,12.54,2675.24,23.91,126.58,6.84,21.37,220.69,36.43,124.62,110.08,21.48,27.03,3.55,7.85,1.06,3.24,196.94,66.4,38.99
159,T1_Trich_Ecofish,2938.48,12.73,2706.18,26.1,130.57,6.89,21.33,220.92,35.08,122.44,109.49,22.92,27.09,3.53,9.18,1.16,4.12,196.6,68.43,39.78
160,T1_Trich_Ecofish,2737.34,12.44,2694.63,25.93,132.47,6.45,19.8,222.28,35.47,123.67,106.03,22.26,26.9,3.61,9.29,1.03,4.5,198.8,67.72,38.24
161,T1_Trich_Ecofish,2889.5,12.24,2680.24,24.74,131.98,6.46,21.02,221.61,38.71,124.46,108.0,20.92,27.25,3.52,8.7,0.97,4.47,209.97,70.05,39.56
162,T1_Trich_Ecofish,3010.64,12.79,2684.87,25.9,134.03,7.03,20.91,221.19,39.18,123.48,113.92,20.96,27.82,3.49,9.35,1.05,4.36,204.87,67.95,37.03
163,T1_Trich_Ecofish,2864.93,12.82,2721.27,25.67,129.77,6.7,21.27,221.24,36.83,124.68,108.48,20.43,28.24,3.43,9.51,1.09,4.55,218.5,70.98,35.42
164,T1_Trich_Ecofish,3043.13,12.81,2674.87,27.34,124.7,6.79,21.21,223.22,37.84,123.88,112.23,22.36,28.69,3.53,8.19,1.03,4.04,196.03,68.38,37.49
165,T1_Trich_Ecofish,2671.69,13.28,2685.09,28.7,126.86,6.69,20.25,222.06,35.17,120.94,107.22,22.61,26.82,3.67,9.08,1.14,4.51,208.02,65.23,35.15
166,T1_Trich_Ecofish,3250.11,12.79,2660.04,22.83,131.09,6.66,20.6,222.09,37.88,120.99,113.97,20.62,27.87,3.6,9.06,0.99,4.2,202.77,68.12,37.53
167,T1_Trich_Ecofish,2989.03,12.92,2689.6,27.63,136.07,6.85,20.57,222.17,36.86,122.8,106.88,21.93,26.94,3.47,8.89,1.14,4.52,203.25,70.57,39.7
168,T1_Trich_Ecofish,3027.92,12.25,2726.54,28.13,129.17,6.89,20.54,221.52,36.94,122.97,110.78,22.81,26.01,3.44,9.33,1.04,4.48,196.52,69.39,38.13
169,T1_Trich_Ecofish,2958.2,12.72,2695.38,25.26,131.93,6.33,20.79,221.28,38.02,121.89,112.14,20.54,28.17,3.53,8.42,1.14,4.58,199.97,66.52,37.14
170,T1_Trich_Ecofish,3015.42,11.93,2696.39,27.2,129.88,6.63,21.82,221.4,36.43,122.58,114.16,21.49,28.35,3.71,9.28,1.02,4.25,185.5,68.73,37.92
171,T1_Trich_Ecofish,3008.21,12.97,2680.97,26.48,130.13,6.64,20.42,220.17,37.08,124.83,112.34,20.8,27.19,3.45,9.81,1.06,4.49,211.04,70.56,36.59
172,T1_Trich_Ecofish,3390.64,12.59,2658.13,25.41,129.97,6.75,20.09,221.76,35.65,122.12,108.69,24.12,26.08,3.7,8.95,1.1,4.78,208.26,69.7,36.04
173,T1_Trich_Ecofish,3047.59,12.4,2695.87,28.59,136.35,6.93,21.44,220.81,38.0,122.41,112.06,24.25,27.94,3.47,9.15,1.0,4.59,186.65,70.2,37.75
174,T1_Trich_Ecofish,3050.43,12.43,2679.81,30.23,132.09,6.8,20.65,221.2,38.97,121.72,106.66,21.87,27.54,3.56,8.33,1.02,4.88,198.12,66.28,34.94
175,T1_Trich_Ecofish,2971.98,12.78,2724.38,25.53,132.31,6.74,20.69,222.13,35.93,123.54,106.26,21.21,27.7,3.54,9.25,0.92,3.81,198.53,73.33,36.47
176,T1_Trich_Ecofish,2887.51,12.95,2677.93,22.82,130.87,6.37,21.26,221.69,38.21,123.19,110.43,23.91,27.88,3.55,9.3,1.08,4.64,206.04,69.41,37.54
177,T1_Trich_Ecofish,2761.16,12.18,2677.17,25.52,130.19,6.77,21.56,222.14,38.11,122.7,107.86,20.74,27.73,3.45,9.35,1.03,4.66,206.56,64.55,37.81
178,T1_Trich_Ecofish,3094.25,12.57,2707.74,26.0,132.07,7.14,20.52,221.16,36.43,122.53,112.42,22.03,27.81,3.58,9.4,1.15,4.65,204.17,65.39,38.21
179,T1_Trich_Ecofish,2861.02,12.84,2667.8,26.53,126.61,6.85,21.02,222.05,38.23,123.82,114.35,20.2,27.77,3.48,8.03,1.07,3.96,200.39,67.3,38.86
180,T1_Trich_Ecofish,2710.45,13.27,2719.78,28.69,127.58,6.44,20.58,220.9,35.62,122.07,110.37,22.38,28.17,3.59,8.84,1.08,4.29,198.82,70.07,35.87
181,T1_Trich_Ecofish,2687.68,12.99,2687.04,23.9,127.34,6.99,20.85,222.03,38.57,123.3,110.26,22.92,28.55,3.69,9.18,1.14,4.46,209.94,71.31,38.19
182,T1_Trich_Ecofish,2724.23,13.13,2734.17,25.16,129.64,6.79,20.76,221.31,35.84,122.39,112.62,21.56,28.46,3.62,8.54,1.07,4.31,198.22,68.09,35.17
183,T1_Trich_Ecofish,2849.83,13.44,2694.71,24.98,130.44,6.38,20.78,221.45,36.87,120.58,112.79,21.55,27.48,3.43,9.59,1.12,3.88,197.69,70.47,37.7
184,T1_Trich_Ecofish,2993.37,12.47,2695.23,27.49,131.71,6.74,20.65,222.58,36.63,123.57,116.15,21.45,27.56,3.45,9.33,1.06,4.18,195.69,69.93,38.68
185,T1_Trich_Ecofish,2984.81,12.85,2671.33,26.38,131.82,6.9,20.56,221.51,37.58,121.32,112.64,23.74,27.07,3.51,9.66,1.02,3.97,195.98,65.27,38.23
186,T1_Trich_Ecofish,2977.86,12.61,2687.6,24.64,133.92,6.18,20.38,221.96,38.24,122.75,114.69,21.69,26.77,3.53,8.35,1.01,3.76,200.97,72.36,38.05
187,T1_Trich_Ecofish,2882.4,12.64,2685.74,26.72,129.54,6.48,19.88,221.41,37.16,122.13,108.75,22.7,27.88,3.42,7.68,1.14,4.23,203.29,69.81,36.81
188,T1_Trich_Ecofish,2988.71,12.55,2699.18,23.73,127.98,6.3,20.94,220.51,38.48,123.19,112.72,22.58,27.09,3.62,8.5,0.97,4.33,197.42,71.85,35.19
189,T1_Trich_Ecofish,2881.77,12.93,2695.15,24.5,134.72,6.57,20.21,221.51,37.65,123.63,110.49,22.76,27.42,3.65,8.32,1.1,3.96,203.36,71.48,37.97
190,T1_Trich_Ecofish,3079.96,12.49,2686.71,26.77,127.31,6.86,20.86,222.61,38.64,123.08,110.55,22.01,28.67,3.57,8.38,1.08,3.78,199.2,69.12,38.31
191,T1_Trich_Ecofish,3090.0,12.4,2688.26,24.6,130.34,6.55,21.99,223.52,37.41,121.24,107.19,21.36,27.08,3.52,8.29,1.11,4.07,195.17,70.53,36.91
192,T1_Trich_Ecofish,3180.91,13.04,2704.59,22.37,129.7,6.91,20.76,222.94,35.7,122.69,111.03,22.44,27.27,3.44,9.79,0.97,4.04,186.85,66.81,39.86
193,T1_Trich_Ecofish,3242.45,12.15,2696.05,25.44,133.02,6.78,21.15,220.41,36.84,122.19,107.17,23.49,27.23,3.64,8.79,1.18,3.57,194.72,70.25,36.62
194,T1_Trich_Ecofish,2872.81,12.01,2717.68,23.24,132.6,6.82,20.55,221.64,36.84,125.4,108.75,22.19,26.52,3.56,8.71,1.07,3.76,201.29,67.71,36.99
195,T1_Trich_Ecofish,3106.76,12.74,2650.22,26.83,131.47,6.81,21.64,222.13,37.84,123.3,105.79,23.36,27.94,3.47,8.21,1.06,3.64,205.21,70.26,38.98
196,T1_Trich_Ecofish,3129.92,12.13,2678.75,28.5,132.72,6.39,21.32,221.86,34.66,123.09,109.1,21.32,28.11,3.45,8.9,1.15,3.77,204.76,69.14,38.02
197,T1_Trich_Ecofish,2841.2,12.51,2690.41,27.08,128.8,6.82,22.21,221.83,35.03,122.8,108.67,21.91,27.76,3.54,9.85,0.96,3.88,193.27,70.88,36.72
198,T1_Trich_Ecofish,2918.67,12.67,2700.33,26.4,137.46,6.42,21.9,222.05,37.39,124.01,110.86,21.18,27.81,3.6,8.37,1.1,4.32,192.66,70.31,38.87
199,T1_Trich_Ecofish,3279.12,12.53,2724.42,26.11,133.3,6.35,20.39,221.09,35.77,120.4,113.85,21.99,28.36,3.58,9.22,1.1,4.58,196.71,67.87,36.11
200,T1_Trich_Ecofish,3005.25,12.98,2683.57,27.23,134.09,6.46,19.39,221.17,39.63,122.29,111.12,22.7,27.52,3.7,8.4,1.04,3.56,196.99,66.63,36.86
201,T1_Trich_Ecofish,3074.89,12.58,2701.07,23.15,127.99,6.45,19.65,221.81,37.42,121.61,108.7,21.55,26.56,3.5,8.78,1.06,4.21,190.44,66.79,38.53
202,T1_Trich_Ecofish,3008.33,12.23,2707.93,27.93,131.03,6.96,20.31,221.67,36.7,122.16,106.16,22.62,28.09,3.57,8.94,1.04,3.96,192.72,67.75,37.0
203,T1_Trich_Ecofish,3133.62,12.02,2697.67,27.34,130.33,6.94,20.04,221.55,36.73,123.36,111.18,20.54,27.49,3.62,9.11,1.15,4.71,205.49,71.1,37.25
204,T1_Trich_Ecofish,3356.12,12.45,2688.08,25.16,133.2,6.97,20.14,222.28,38.3,123.3,108.32,22.63,26.67,3.5,9.16,1.09,4.77,192.9,65.78,39.69
205,T1_Trich_Ecofish,3034.7,13.36,2705.66,26.05,130.76,6.59,21.35,222.49,38.55,123.28,106.35,22.21,27.41,3.6,8.64,1.19,3.86,197.26,67.01,35.96
206,T1_Trich_Ecofish,3122.11,12.74,2707.41,28.63,129.56,6.45,21.07,221.72,37.74,122.93,111.67,21.95,27.27,3.58,9.02,1.04,4.58,200.66,67.96,36.35
207,T1_Trich_Ecofish,3006.24,12.96,2691.3,26.63,134.47,7.04,20.37,222.71,37.61,123.25,112.28,22.93,25.63,3.54,8.41,1.06,4.41,192.16,72.41,37.16
208,T1_Trich_Ecofish,2979.48,12.54,2672.04,29.04,131.92,6.47,20.35,220.82,37.25,123.64,107.71,21.37,28.12,3.57,9.04,1.1,4.0,202.29,71.95,38.73
209,T1_Trich_Ecofish,2865.87,12.77,2732.18,26.76,129.62,6.94,21.63,221.11,37.19,123.4,110.48,22.57,27.37,3.56,8.89,1.01,4.3,203.77,69.45,37.99
210,T1_Trich_Ecofish,2790.2,13.33,2699.62,26.66,129.87,7.1,20.32,222.22,35.17,122.37,108.73,22.45,26.88,3.46,9.43,1.2,3.86,205.04,67.62,38.28
211,T1_Trich_Ecofish,3100.72,12.74,2680.62,24.2,129.87,6.55,20.12,222.7,40.26,122.23,110.6,21.76,26.66,3.53,8.66,1.05,4.24,209.48,71.18,36.86
212,T1_Trich_Ecofish,3005.59,13.19,2709.19,28.43,135.83,6.39,20.46,221.21,38.13,120.37,111.86,21.58,27.2,3.66,7.91,1.16,3.68,203.36,70.72,38.79
213,T1_Trich_Ecofish,3003.37,12.86,2716.42,25.64,137.21,6.67,20.73,221.54,37.83,122.33,110.57,22.12,26.93,3.56,8.47,1.12,3.64,195.68,69.75,39.65
214,T1_Trich_Ecofish,3088.65,13.32,2690.16,24.59,127.58,6.52,21.12,222.05,37.22,122.4,102.72,22.04,28.4,3.59,9.23,1.04,4.02,193.26,68.68,36.41
215,T1_Trich_Ecofish,3301.41,13.36,2702.26,23.46,128.14,6.9,19.67,220.94,37.08,122.86,109.03,21.38,26.81,3.51,8.79,1.08,3.71,197.26,69.05,37.12
216,T1_Trich_Ecofish,3299.54,12.45,2683.01,27.31,130.6,6.75,20.99,221.3,36.65,124.03,110.01,22.22,29.31,3.69,8.28,1.12,4.2,188.41,70.03,36.01
217,T1_Trich_Ecofish,3112.82,12.25,2719.82,24.83,132.26,6.79,21.48,222.41,37.48,121.06,116.11,23.61,27.31,3.69,9.15,1.05,4.36,199.76,66.02,35.68
218,T1_Trich_Ecofish,3026.59,13.15,2692.46,26.69,126.76,6.96,21.67,221.04,35.29,122.62,105.7,22.03,28.25,3.65,8.82,1.13,3.61,197.22,68.04,35.61
219,T1_Trich_Ecofish,3267.67,12.6,2708.92,25.94,128.46,6.37,21.07,221.47,37.48,120.16,108.7,23.94,27.81,3.58,7.97,0.98,3.76,208.02,67.89,35.65
220,T1_Trich_Ecofish,3146.83,12.53,2685.24,26.17,126.57,6.25,20.28,222.63,35.63,122.3,111.46,21.23,26.39,3.52,9.24,1.11,5.09,195.55,71.76,34.55
221,T1_Trich_Ecofish,2671.34,12.89,2696.02,26.94,131.93,6.81,20.42,220.9,36.31,123.7,112.3,22.16,28.56,3.43,8.29,1.08,3.95,200.61,69.87,36.3
222,T1_Trich_Ecofish,3040.06,13.05,2739.59,26.0,130.2,6.95,20.89,221.54,38.7,121.73,103.57,22.54,26.72,3.55,8.32,1.0,3.79,197.66,67.38,36.7
223,T1_Trich_Ecofish,2939.15,13.23,2684.44,26.67,130.98,6.94,22.09,221.94,39.04,122.77,110.64,23.45,27.19,3.47,8.85,1.02,4.06,183.78,73.09,37.69
224,T1_Trich_Ecofish,3252.19,12.88,2670.22,26.3,131.58,6.98,20.33,221.43,36.94,122.8,111.57,23.49,27.35,3.63,9.17,1.09,3.34,205.52,71.6,35.71
225,T1_Trich_Ecofish,3037.67,12.24,2702.67,24.37,132.48,6.02,20.85,222.54,37.83,123.86,108.12,21.7,28.91,3.62,8.67,1.06,3.84,204.66,69.12,38.84
226,T1_Trich_Ecofish,3209.5,13.07,2693.62,29.55,126.28,6.3,21.14,221.61,35.93,121.57,109.98,22.63,28.24,3.6,8.26,1.09,4.02,200.27,64.78,37.39
227,T1_Trich_Ecofish,2722.28,12.64,2709.8,27.34,131.2,7.09,20.4,220.26,36.98,123.3,109.17,22.52,25.95,3.62,9.36,1.05,3.93,189.69,71.27,36.7
228,T1_Trich_Ecofish,2742.61,12.98,2701.88,26.32,129.58,7.14,21.28,221.38,38.49,125.13,110.05,20.76,27.1,3.62,9.8,1.0,4.62,211.53,67.25,37.53
229,T1_Trich_Ecofish,2940.96,13.1,2714.72,26.67,133.75,6.67,20.36,223.17,37.83,122.19,110.28,21.64,28.65,3.6,8.14,0.99,3.81,204.08,70.92,36.92
230,T1_Trich_Ecofish,2973.3,12.65,2669.96,27.88,136.16,6.77,20.89,220.02,38.74,123.75,108.71,22.72,25.87,3.61,9.22,1.0,3.88,201.74,67.76,38.62
231,T1_Trich_Ecofish,2958.17,12.29,2699.82,27.3,131.79,6.8,20.47,222.17,37.11,122.37,115.62,20.38,27.15,3.5,8.06,0.98,3.73,202.48,67.55,35.37
232,T1_Trich_Ecofish,3177.76,12.32,2685.05,26.22,128.97,6.86,21.01,221.06,36.22,121.32,104.03,22.09,26.76,3.63,9.61,1.09,4.17,194.02,66.88,37.77
233,T1_Trich_Ecofish,2917.47,12.77,2693.04,25.93,133.42,6.87,20.58,221.58,36.55,121.96,111.82,21.41,26.67,3.68,9.91,1.04,4.57,208.17,70.88,37.13
234,T1_Trich_Ecofish,2829.46,12.5,2679.22,27.98,132.22,6.41,20.95,221.46,36.51,120.99,116.1,23.64,26.28,3.52,9.22,1.16,4.9,189.88,66.51,34.79
235,T1_Trich_Ecofish,3111.09,11.88,2710.3,24.94,132.44,6.74,20.73,222.24,39.68,122.47,108.82,21.88,26.82,3.57,8.91,1.05,4.11,200.17,68.06,37.13
236,T1_Trich_Ecofish,3147.73,12.34,2704.78,26.75,134.36,6.82,20.22,221.28,35.79,122.84,112.84,23.13,27.19,3.41,9.24,1.13,4.36,196.68,66.52,37.58
237,T1_Trich_Ecofish,2894.23,13.09,2672.17,26.87,133.59,6.98,21.07,221.66,37.51,121.01,109.63,21.46,28.05,3.61,9.07,1.15,4.95,208.6,67.74,39.04
238,T1_Trich_Ecofish,2894.54,12.21,2692.65,24.77,133.85,7.07,20.27,221.35,36.54,123.54,112.43,23.1,28.09,3.53,8.73,1.13,4.45,202.03,63.99,36.08
239,T1_Trich_Ecofish,2978.41,12.41,2694.57,26.42,131.23,6.8,20.99,220.6,38.46,123.96,106.73,22.79,28.55,3.65,8.97,1.13,4.22,206.05,69.78,36.96
240,T1_Trich_Ecofish,3241.98,13.33,2702.08,24.15,133.43,6.58,21.79,223.34,39.16,121.05,112.0,21.34,27.52,3.65,8.0,1.06,3.69,195.84,69.38,36.46
241,T1_Trich_Ecofish,3154.35,13.06,2715.8,27.93,127.92,6.03,20.1,222.63,39.04,123.62,106.98,21.54,27.84,3.54,8.9,1.06,4.32,196.68,68.88,37.42
242,T1_Trich_Ecofish,2913.38,13.22,2709.66,27.42,126.13,6.63,20.95,221.06,36.39,121.47,107.16,22.48,26.34,3.77,9.71,1.16,3.51,195.9,68.19,39.75
243,T1_Trich_Ecofish,2903.92,12.2,2708.33,25.82,133.07,6.75,19.8,221.74,39.61,123.91,110.68,21.4,27.27,3.63,7.89,1.1,4.18,202.62,69.24,38.1
244,T1_Trich_Ecofish,3027.61,12.92,2698.66,23.31,127.19,6.98,20.48,220.39,36.76,122.25,108.5,22.9,27.52,3.54,9.05,1.1,3.59,198.42,70.51,38.31
245,T1_Trich_Ecofish,3330.38,12.82,2702.41,25.93,132.38,6.66,20.71,222.47,37.19,122.32,111.93,22.88,26.27,3.71,9.37,1.14,4.4,192.56,69.87,35.72
246,T1_Trich_Ecofish,3056.48,12.3,2695.49,24.18,129.47,6.81,20.03,220.72,35.79,124.16,109.37,21.32,27.91,3.47,8.65,0.98,3.92,205.44,72.26,36.43
247,T1_Trich_Ecofish,3016.25,13.37,2676.8,27.76,136.9,6.63,20.81,220.92,35.8,122.38,109.05,21.91,27.09,3.56,9.79,1.04,3.91,199.54,71.23,34.65
248,T1_Trich_Ecofish,3163.55,12.52,2733.95,26.65,133.67,6.4,20.76,222.56,38.47,126.1,105.69,21.97,27.35,3.54,9.19,1.12,4.07,204.35,66.78,39.11
249,T1_Trich_Ecofish,2974.67,12.75,2673.83,27.18,134.01,6.78,20.67,222.56,36.06,122.73,110.6,21.71,27.43,3.48,8.26,1.04,3.99,208.87,70.33,40.38
250,T1_Trich_Ecofish,2581.06,12.76,2679.64,28.42,131.16,6.28,20.95,222.04,36.01,122.99,106.51,22.81,27.8,3.58,9.01,1.18,4.5,191.81,68.37,34.16
251,T1_Trich_Ecofish,2790.67,12.38,2689.52,24.65,134.02,6.3,20.5,221.41,34.64,124.95,118.31,22.4,27.13,3.56,8.72,1.11,4.0,202.11,71.94,36.54
252,T1_Trich_Ecofish,2813.35,12.08,2703.09,25.4,136.56,6.45,20.35,220.34,38.44,124.27,109.7,21.81,27.8,3.67,8.71,0.98,4.27,201.83,70.15,35.89
253,T1_Trich_Ecofish,2855.88,13.05,2723.58,25.71,132.71,6.64,20.17,220.91,36.79,121.4,109.96,20.96,26.35,3.54,8.78,1.11,3.5,206.77,68.53,37.25
254,T1_Trich_Ecofish,3033.15,12.85,2696.26,24.35,133.64,6.35,20.44,220.43,37.91,123.87,115.35,21.72,27.28,3.52,9.49,1.09,4.56,182.45,68.82,38.93
255,T1_Trich_Ecofish,2996.31,12.19,2724.09,29.22,128.86,6.56,21.66,222.12,38.88,123.42,103.91,22.48,26.34,3.54,9.35,1.04,4.48,207.78,71.14,37.47
256,T1_Trich_Ecofish,3204.97,12.93,2684.21,25.9,135.75,6.39,20.86,223.02,35.14,122.84,112.52,21.4,29.19,3.55,9.01,0.96,4.22,194.9,73.27,37.85
257,T1_Trich_Ecofish,2755.77,12.47,2684.84,28.09,132.7,6.61,20.34,221.93,38.17,121.81,107.36,21.1,27.75,3.66,8.19,1.08,4.86,198.56,69.93,35.22
258,T1_Trich_Ecofish,2893.44,13.23,2686.78,26.63,129.39,6.56,21.13,222.29,39.11,122.73,107.51,20.91,26.88,3.47,8.36,1.06,3.85,196.57,71.58,36.18
259,T1_Trich_Ecofish,3073.56,12.84,2714.46,24.77,131.44,5.9,20.54,220.53,36.73,124.74,109.08,22.69,26.45,3.44,8.03,1.08,4.03,191.41,72.15,38.88
260,T1_Trich_Ecofish,3147.13,11.94,2683.91,24.7,127.04,6.36,21.48,221.61,37.27,122.09,108.02,21.52,26.61,3.54,9.65,1.04,3.87,197.03,71.17,36.52
261,T1_Trich_Ecofish,3026.8,12.56,2659.22,26.28,126.79,6.06,20.38,220.4,36.33,124.09,109.97,22.32,27.37,3.53,8.6,1.16,3.85,194.6,68.83,36.82
262,T1_Trich_Ecofish,2747.52,12.25,2692.76,24.21,131.87,7.03,20.59,222.83,37.71,122.15,112.23,21.57,27.51,3.58,8.74,1.11,4.19,206.03,70.18,38.06
263,T1_Trich_Ecofish,2783.42,12.54,2698.43,27.83,127.13,6.29,20.33,222.41,36.36,123.77,113.69,21.69,26.76,3.47,8.88,0.99,4.96,196.02,69.52,35.94
264,T1_Trich_Ecofish,2977.42,12.42,2709.0,24.48,132.44,6.3,21.89,220.5,36.53,122.32,110.92,22.25,25.96,3.53,8.59,1.1,4.17,199.75,69.35,36.97
265,T1_Trich_Ecofish,2863.75,12.43,2667.47,24.91,130.64,6.06,20.1,221.6,36.78,123.58,104.37,21.32,27.47,3.53,9.45,1.02,4.37,197.41,73.34,38.32
266,T1_Trich_Ecofish,3084.65,12.98,2660.47,24.72,131.26,6.77,21.03,220.1,35.99,124.8,107.65,21.71,28.28,3.53,7.98,0.92,3.71,189.09,68.7,36.8
267,T1_Trich_Ecofish,3167.12,12.69,2710.04,26.22,128.33,6.92,21.02,221.52,35.74,122.47,109.97,21.93,26.91,3.51,7.82,1.11,4.14,196.88,67.7,39.31
268,T1_Trich_Ecofish,2935.15,12.83,2683.16,27.93,130.56,6.58,21.09,221.88,37.5,122.9,109.91,22.23,27.21,3.42,8.6,1.0,4.61,195.66,69.62,36.6
269,T1_Trich_Ecofish,2978.29,13.43,2690.47,26.86,135.12,6.66,22.17,221.25,38.79,122.14,111.91,23.26,27.32,3.61,8.47,1.02,4.5,204.61,71.05,36.15
270,T1_Trich_Ecofish,2657.06,13.38,2699.21,26.17,133.27,6.7,19.71,222.55,39.51,122.65,111.07,22.83,28.3,3.49,9.12,1.05,4.18,199.23,69.62,38.21
271,T1_Trich_Ecofish,2867.71,12.43,2669.64,25.0,130.96,6.86,21.01,222.39,37.15,122.21,108.41,22.7,26.9,3.51,8.84,1.15,4.28,196.44,68.3,37.55
272,T1_Trich_Ecofish,3025.18,11.89,2712.13,25.23,135.28,6.21,21.53,221.8,36.45,124.88,112.95,23.17,27.02,3.7,8.98,1.14,3.93,202.78,67.9,36.97
273,T1_Trich_Ecofish,2784.4,12.47,2700.05,26.75,132.95,6.87,20.17,220.26,36.76,123.27,112.99,21.9,28.64,3.65,9.56,1.21,3.81,201.42,72.0,37.69
274,T1_Trich_Ecofish,2886.03,12.77,2683.21,27.5,130.87,6.53,21.2,219.9,39.42,121.53,108.68,23.68,26.1,3.56,7.33,1.09,4.02,189.06,69.58,38.09
275,T1_Trich_Ecofish,3087.77,12.02,2689.88,25.73,132.6,6.53,22.03,222.56,35.0,122.49,110.64,21.67,27.73,3.54,9.5,1.04,4.11,193.46,71.93,36.37
276,T1_Trich_Ecofish,3075.95,12.36,2692.35,25.62,131.35,6.87,20.21,221.13,36.79,123.66,112.46,22.06,27.78,3.67,9.26,1.1,4.63,196.95,73.35,38.22
277,T1_Trich_Ecofish,3051.16,12.79,2706.98,28.48,131.01,7.0,20.91,220.89,36.92,121.77,110.08,22.5,27.2,3.63,8.05,1.2,3.72,205.39,73.29,38.06
278,T1_Trich_Ecofish,2868.21,12.8,2685.38,27.47,130.73,6.36,21.69,222.36,36.65,122.86,112.27,21.63,27.39,3.61,8.05,1.05,4.17,190.53,69.33,40.05
279,T1_Trich_Ecofish,3325.57,12.94,2660.86,24.06,127.9,6.97,20.94,221.12,39.11,122.93,110.57,22.08,26.29,3.6,9.63,1.14,4.04,198.05,70.03,38.56
280,T1_Trich_Ecofish,3248.51,12.89,2668.2,26.16,134.92,6.52,21.5,222.29,36.82,124.58,104.36,22.35,25.92,3.73,7.13,1.1,4.39,204.98,68.82,37.42
281,T1_Trich_Ecofish,3147.61,13.06,2707.82,29.25,133.7,6.77,20.69,222.24,38.64,123.75,114.36,23.51,27.94,3.55,8.47,1.05,4.11,190.42,70.53,35.04
282,T1_Trich_Ecofish,3305.93,13.42,2708.23,26.62,133.85,6.65,20.52,222.13,40.3,122.83,111.28,20.82,27.83,3.5,9.5,1.08,4.49,198.02,70.33,37.34
